index,validMoves,uniqueValidMoves,coverageRatio,twoCellMoves,threeCellMoves,fourPlusMoves,occupiedRegions,spatialDistributionScore,maxCellParticipationRatio,overlapScore,largestMove,averageArea,scorePotential,progress0ClearedRatio,progress0ValidMoves,progress0HasMove,progress1ClearedRatio,progress1ValidMoves,progress1HasMove,progress2ClearedRatio,progress2ValidMoves,progress2HasMove,progress3ClearedRatio,progress3ValidMoves,progress3HasMove
87,60,60,0.6058823529411764,41,15,4,9,96.9459838513138,0.06666666666666667,80,4,2.3833333333333333,103,0.1,56,true,0.25882352941176473,50,true,0.5058823529411764,24,true,0.6941176470588235,0,false
88,73,73,0.6235294117647059,49,21,3,9,97.8155490559116,0.0684931506849315,78.08219178082192,4,2.3698630136986303,106,0.10588235294117647,73,true,0.24705882352941178,53,true,0.5,38,true,0.7470588235294118,3,true
89,65,65,0.6235294117647059,46,11,8,9,95.33602874179842,0.06153846153846154,81.53846153846153,5,2.4307692307692306,106,0.10588235294117647,67,true,0.24705882352941178,55,true,0.5058823529411764,31,true,0.7529411764705882,4,true
90,63,63,0.6411764705882353,44,13,6,9,96.66738412649273,0.06349206349206349,80.95238095238095,4,2.3968253968253967,109,0.10588235294117647,60,true,0.25882352941176473,53,true,0.5058823529411764,30,true,0.7411764705882353,0,false
91,65,65,0.6588235294117647,44,14,7,9,96.45901895111089,0.046153846153846156,87.6923076923077,4,2.4307692307692306,112,0.10588235294117647,60,true,0.24705882352941178,47,true,0.5,22,true,0.7352941176470589,0,false
92,72,72,0.6882352941176471,53,17,2,9,98.10851159719924,0.041666666666666664,88.88888888888889,4,2.2916666666666665,117,0.10588235294117647,66,true,0.2529411764705882,61,true,0.5058823529411764,31,true,0.7529411764705882,2,true
93,62,62,0.6,47,11,4,9,96.54361215457061,0.04838709677419355,87.09677419354838,4,2.306451612903226,102,0.1,61,true,0.24705882352941178,50,true,0.5,27,true,0.6941176470588235,0,false
94,74,74,0.6588235294117647,50,19,5,9,98.17774537627659,0.04054054054054054,89.1891891891892,4,2.391891891891892,112,0.10588235294117647,70,true,0.24705882352941178,67,true,0.5117647058823529,28,true,0.6882352941176471,0,false
95,58,58,0.6,44,11,3,9,94.29937404208106,0.05172413793103448,86.20689655172414,4,2.293103448275862,102,0.10588235294117647,56,true,0.25882352941176473,52,true,0.5,28,true,0.6882352941176471,0,false
96,69,69,0.6058823529411764,50,16,3,9,95.9878681341568,0.057971014492753624,82.6086956521739,5,2.347826086956522,103,0.1,63,true,0.25882352941176473,53,true,0.5,27,true,0.6529411764705882,0,false
97,68,68,0.6647058823529411,46,19,3,9,96.8738446147027,0.07352941176470588,76.47058823529412,4,2.3676470588235294,113,0.1,66,true,0.2529411764705882,59,true,0.5,38,true,0.7529411764705882,0,false
98,64,64,0.6058823529411764,45,15,4,9,94.7441057031029,0.046875,87.5,4,2.359375,103,0.10588235294117647,58,true,0.25882352941176473,44,true,0.5058823529411764,21,true,0.7294117647058823,0,false
99,58,58,0.6058823529411764,43,7,8,9,97.33721690946055,0.05172413793103448,86.20689655172414,6,2.5,103,0.10588235294117647,52,true,0.24705882352941178,44,true,0.5058823529411764,17,true,0.7,0,false
100,62,62,0.6235294117647059,42,12,8,9,98.4450918382885,0.04838709677419355,87.09677419354838,5,2.4838709677419355,106,0.10588235294117647,59,true,0.24705882352941178,47,true,0.5117647058823529,25,true,0.7176470588235294,0,false
101,60,60,0.6294117647058823,41,14,5,9,97.28893521929999,0.05,86.66666666666666,4,2.4,107,0.10588235294117647,56,true,0.2529411764705882,49,true,0.5058823529411764,25,true,0.6941176470588235,0,false
102,63,63,0.6352941176470588,43,15,5,9,96.31387900922677,0.047619047619047616,87.3015873015873,5,2.4126984126984126,108,0.1,60,true,0.24705882352941178,59,true,0.5,38,true,0.7529411764705882,3,true
103,64,64,0.6588235294117647,47,13,4,9,97.62595217886397,0.046875,87.5,4,2.328125,112,0.10588235294117647,61,true,0.25882352941176473,53,true,0.5117647058823529,28,true,0.6705882352941176,0,false
104,70,70,0.6058823529411764,51,17,2,9,97.0687188682622,0.05714285714285714,82.85714285714286,4,2.3,103,0.10588235294117647,68,true,0.24705882352941178,49,true,0.5117647058823529,14,true,0.5882352941176471,0,false
105,62,62,0.6,44,11,7,9,96.29118282030917,0.04838709677419355,87.09677419354838,4,2.403225806451613,102,0.10588235294117647,62,true,0.24705882352941178,55,true,0.5,30,true,0.7411764705882353,0,false
